,Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
4027,Jim,2021-03-12,9,Contract related,Y,Y,59.0,00:01:03,2.0,63,1.05,Friday,March
4028,Jim,2021-03-12,10,Payment related,Y,Y,108.0,00:03:20,5.0,200,3.33,Friday,March
4029,Stewart,2021-03-12,10,Technical Support,Y,Y,35.0,00:02:11,4.0,131,2.18,Friday,March
4030,Stewart,2021-03-12,10,Payment related,Y,Y,22.0,00:05:31,5.0,331,5.52,Friday,March
4031,Diane,2021-03-12,10,Technical Support,Y,Y,37.0,00:04:29,5.0,269,4.48,Friday,March
4032,Martha,2021-03-12,10,Payment related,Y,Y,14.0,00:06:52,3.0,412,6.87,Friday,March
4034,Martha,2021-03-12,10,Payment related,Y,Y,73.0,00:01:01,3.0,61,1.02,Friday,March
4037,Jim,2021-03-12,10,Technical Support,Y,Y,63.0,00:02:55,1.0,175,2.92,Friday,March
4038,Jim,2021-03-12,10,Technical Support,Y,Y,64.0,00:05:50,4.0,350,5.83,Friday,March
4039,Joe,2021-03-12,10,Technical Support,Y,Y,17.0,00:05:40,3.0,340,5.67,Friday,March
4040,Diane,2021-03-12,11,Contract related,Y,Y,42.0,00:02:39,4.0,159,2.65,Friday,March
4041,Diane,2021-03-12,11,Technical Support,Y,Y,121.0,00:04:07,1.0,247,4.12,Friday,March
4042,Diane,2021-03-12,11,Payment related,Y,Y,56.0,00:03:29,4.0,209,3.48,Friday,March
4043,Joe,2021-03-12,11,Technical Support,Y,Y,123.0,00:05:15,4.0,315,5.25,Friday,March
4044,Diane,2021-03-12,11,Admin Support,Y,Y,27.0,00:00:49,5.0,49,0.82,Friday,March
4045,Dan,2021-03-12,11,Technical Support,Y,Y,46.0,00:03:49,4.0,229,3.82,Friday,March
4046,Diane,2021-03-12,12,Technical Support,Y,Y,117.0,00:02:07,2.0,127,2.12,Friday,March
4048,Greg,2021-03-12,12,Contract related,Y,Y,64.0,00:05:21,3.0,321,5.35,Friday,March
4049,Jim,2021-03-12,12,Contract related,Y,Y,20.0,00:02:48,4.0,168,2.8,Friday,March
4050,Stewart,2021-03-12,13,Contract related,Y,Y,21.0,00:06:34,5.0,394,6.57,Friday,March
4052,Dan,2021-03-12,14,Streaming,Y,N,118.0,00:02:37,3.0,157,2.62,Friday,March
4053,Stewart,2021-03-12,14,Admin Support,Y,Y,105.0,00:05:28,2.0,328,5.47,Friday,March
4054,Joe,2021-03-12,14,Technical Support,Y,Y,117.0,00:00:46,4.0,46,0.77,Friday,March
4055,Martha,2021-03-12,14,Payment related,Y,N,16.0,00:03:33,4.0,213,3.55,Friday,March
4056,Joe,2021-03-12,14,Admin Support,Y,Y,110.0,00:02:01,5.0,121,2.02,Friday,March
4058,Stewart,2021-03-12,14,Admin Support,Y,Y,57.0,00:02:05,5.0,125,2.08,Friday,March
4059,Joe,2021-03-12,14,Technical Support,Y,Y,105.0,00:06:50,3.0,410,6.83,Friday,March
4060,Greg,2021-03-12,14,Admin Support,Y,Y,95.0,00:06:12,5.0,372,6.2,Friday,March
4061,Jim,2021-03-12,14,Technical Support,Y,Y,19.0,00:05:47,2.0,347,5.78,Friday,March
4062,Becky,2021-03-12,16,Technical Support,Y,Y,25.0,00:05:10,3.0,310,5.17,Friday,March
4063,Becky,2021-03-12,16,Streaming,Y,N,65.0,00:02:07,2.0,127,2.12,Friday,March
4064,Jim,2021-03-12,16,Technical Support,Y,Y,27.0,00:02:48,1.0,168,2.8,Friday,March
4065,Jim,2021-03-12,16,Contract related,Y,Y,107.0,00:02:23,1.0,143,2.38,Friday,March
4066,Becky,2021-03-12,17,Admin Support,Y,Y,90.0,00:03:39,3.0,219,3.65,Friday,March
4067,Becky,2021-03-12,17,Payment related,Y,Y,45.0,00:01:31,3.0,91,1.52,Friday,March
4068,Dan,2021-03-12,17,Payment related,Y,Y,39.0,00:05:43,4.0,343,5.72,Friday,March
4069,Joe,2021-03-12,17,Streaming,Y,Y,63.0,00:04:43,5.0,283,4.72,Friday,March
4070,Greg,2021-03-12,17,Admin Support,Y,N,95.0,00:00:38,1.0,38,0.63,Friday,March
4071,Joe,2021-03-12,17,Admin Support,Y,Y,39.0,00:05:24,4.0,324,5.4,Friday,March
4074,Martha,2021-03-13,9,Admin Support,Y,Y,125.0,00:01:00,3.0,60,1.0,Saturday,March
4075,Martha,2021-03-13,9,Technical Support,Y,Y,73.0,00:01:30,4.0,90,1.5,Saturday,March
4076,Greg,2021-03-13,9,Admin Support,Y,Y,116.0,00:00:56,4.0,56,0.93,Saturday,March
4077,Joe,2021-03-13,9,Technical Support,Y,Y,115.0,00:02:21,2.0,141,2.35,Saturday,March
4079,Stewart,2021-03-13,10,Payment related,Y,Y,56.0,00:06:07,2.0,367,6.12,Saturday,March
4080,Dan,2021-03-13,11,Technical Support,Y,Y,123.0,00:02:39,2.0,159,2.65,Saturday,March
4081,Becky,2021-03-13,11,Admin Support,Y,Y,36.0,00:00:50,1.0,50,0.83,Saturday,March
4082,Greg,2021-03-13,11,Technical Support,Y,Y,84.0,00:01:33,5.0,93,1.55,Saturday,March
4083,Martha,2021-03-13,11,Streaming,Y,Y,74.0,00:03:01,3.0,181,3.02,Saturday,March
4084,Jim,2021-03-13,11,Streaming,Y,Y,20.0,00:04:16,5.0,256,4.27,Saturday,March
4086,Diane,2021-03-13,11,Payment related,Y,Y,13.0,00:04:33,3.0,273,4.55,Saturday,March
4087,Greg,2021-03-13,11,Contract related,Y,N,28.0,00:00:59,3.0,59,0.98,Saturday,March
4088,Dan,2021-03-13,13,Contract related,Y,Y,13.0,00:01:55,4.0,115,1.92,Saturday,March
4089,Martha,2021-03-13,13,Streaming,Y,Y,100.0,00:01:13,3.0,73,1.22,Saturday,March
4090,Jim,2021-03-13,14,Contract related,Y,Y,119.0,00:02:55,3.0,175,2.92,Saturday,March
4092,Martha,2021-03-13,14,Technical Support,Y,Y,125.0,00:05:43,5.0,343,5.72,Saturday,March
4094,Jim,2021-03-13,14,Technical Support,Y,N,88.0,00:01:47,4.0,107,1.78,Saturday,March
4095,Becky,2021-03-13,14,Technical Support,Y,Y,71.0,00:00:34,4.0,34,0.57,Saturday,March
4096,Dan,2021-03-13,14,Contract related,Y,Y,99.0,00:00:34,4.0,34,0.57,Saturday,March
4097,Dan,2021-03-13,14,Admin Support,Y,Y,94.0,00:05:52,1.0,352,5.87,Saturday,March
4098,Becky,2021-03-13,15,Admin Support,Y,Y,115.0,00:05:12,1.0,312,5.2,Saturday,March
4099,Becky,2021-03-13,15,Contract related,Y,Y,36.0,00:05:11,5.0,311,5.18,Saturday,March
4100,Stewart,2021-03-13,15,Payment related,Y,Y,72.0,00:03:52,3.0,232,3.87,Saturday,March
4101,Becky,2021-03-13,15,Contract related,Y,Y,51.0,00:01:03,3.0,63,1.05,Saturday,March
4102,Diane,2021-03-13,15,Admin Support,Y,Y,11.0,00:04:33,2.0,273,4.55,Saturday,March
4103,Stewart,2021-03-13,15,Admin Support,Y,N,101.0,00:05:46,5.0,346,5.77,Saturday,March
4104,Stewart,2021-03-13,15,Admin Support,Y,Y,119.0,00:05:37,3.0,337,5.62,Saturday,March
4105,Diane,2021-03-13,15,Technical Support,Y,Y,64.0,00:02:37,3.0,157,2.62,Saturday,March
4106,Martha,2021-03-13,15,Technical Support,Y,Y,12.0,00:04:10,3.0,250,4.17,Saturday,March
4107,Greg,2021-03-13,15,Streaming,Y,Y,118.0,00:05:11,3.0,311,5.18,Saturday,March
4108,Greg,2021-03-13,15,Payment related,Y,Y,107.0,00:02:31,2.0,151,2.52,Saturday,March
4109,Martha,2021-03-13,15,Payment related,Y,Y,122.0,00:05:03,3.0,303,5.05,Saturday,March
4110,Becky,2021-03-13,16,Payment related,Y,Y,41.0,00:03:41,4.0,221,3.68,Saturday,March
4111,Becky,2021-03-13,16,Streaming,Y,Y,22.0,00:00:43,1.0,43,0.72,Saturday,March
4113,Martha,2021-03-13,16,Contract related,Y,Y,93.0,00:03:39,3.0,219,3.65,Saturday,March
4114,Jim,2021-03-13,17,Admin Support,Y,Y,20.0,00:04:20,5.0,260,4.33,Saturday,March
4115,Dan,2021-03-13,17,Contract related,Y,Y,90.0,00:04:05,4.0,245,4.08,Saturday,March
4116,Becky,2021-03-13,17,Technical Support,Y,Y,107.0,00:06:33,3.0,393,6.55,Saturday,March
4118,Dan,2021-03-13,17,Contract related,Y,Y,38.0,00:05:43,3.0,343,5.72,Saturday,March
4120,Becky,2021-03-14,9,Streaming,Y,Y,50.0,00:01:57,4.0,117,1.95,Sunday,March
4121,Greg,2021-03-14,9,Admin Support,Y,Y,90.0,00:05:06,4.0,306,5.1,Sunday,March
4122,Becky,2021-03-14,9,Admin Support,Y,Y,22.0,00:04:21,4.0,261,4.35,Sunday,March
4124,Martha,2021-03-14,9,Streaming,Y,Y,67.0,00:05:05,4.0,305,5.08,Sunday,March
4125,Dan,2021-03-14,9,Contract related,Y,Y,89.0,00:06:20,3.0,380,6.33,Sunday,March
4126,Becky,2021-03-14,10,Payment related,Y,Y,21.0,00:05:46,3.0,346,5.77,Sunday,March
4127,Diane,2021-03-14,10,Contract related,Y,Y,34.0,00:01:04,4.0,64,1.07,Sunday,March
4128,Diane,2021-03-14,10,Contract related,Y,Y,77.0,00:00:48,2.0,48,0.8,Sunday,March
4129,Diane,2021-03-14,10,Admin Support,Y,Y,72.0,00:02:45,1.0,165,2.75,Sunday,March
4130,Joe,2021-03-14,10,Streaming,Y,Y,83.0,00:02:01,3.0,121,2.02,Sunday,March
4131,Jim,2021-03-14,10,Streaming,Y,Y,120.0,00:01:46,3.0,106,1.77,Sunday,March
4132,Diane,2021-03-14,11,Contract related,Y,Y,82.0,00:04:16,5.0,256,4.27,Sunday,March
4133,Martha,2021-03-14,11,Streaming,Y,Y,61.0,00:06:39,5.0,399,6.65,Sunday,March
4134,Jim,2021-03-14,11,Contract related,Y,Y,69.0,00:02:39,2.0,159,2.65,Sunday,March
4135,Jim,2021-03-14,11,Technical Support,Y,N,19.0,00:04:17,4.0,257,4.28,Sunday,March
4136,Diane,2021-03-14,11,Technical Support,Y,Y,35.0,00:04:15,2.0,255,4.25,Sunday,March
4138,Jim,2021-03-14,11,Contract related,Y,Y,11.0,00:06:28,3.0,388,6.47,Sunday,March
4139,Jim,2021-03-14,11,Admin Support,Y,Y,110.0,00:00:49,3.0,49,0.82,Sunday,March
4140,Dan,2021-03-14,13,Payment related,Y,Y,119.0,00:02:17,1.0,137,2.28,Sunday,March
4141,Jim,2021-03-14,13,Contract related,Y,Y,38.0,00:01:27,4.0,87,1.45,Sunday,March
4142,Joe,2021-03-14,13,Payment related,Y,Y,40.0,00:05:08,4.0,308,5.13,Sunday,March
4143,Dan,2021-03-14,13,Streaming,Y,Y,19.0,00:04:26,5.0,266,4.43,Sunday,March
4145,Martha,2021-03-14,13,Payment related,Y,Y,63.0,00:05:45,3.0,345,5.75,Sunday,March
4146,Jim,2021-03-14,13,Technical Support,Y,Y,33.0,00:03:10,5.0,190,3.17,Sunday,March
4148,Jim,2021-03-14,13,Admin Support,Y,N,26.0,00:05:08,5.0,308,5.13,Sunday,March
4151,Jim,2021-03-14,13,Admin Support,Y,Y,81.0,00:03:31,5.0,211,3.52,Sunday,March
4152,Martha,2021-03-14,14,Technical Support,Y,Y,65.0,00:06:28,3.0,388,6.47,Sunday,March
4153,Jim,2021-03-14,14,Admin Support,Y,Y,84.0,00:04:14,3.0,254,4.23,Sunday,March
4154,Jim,2021-03-14,14,Admin Support,Y,Y,42.0,00:04:52,1.0,292,4.87,Sunday,March
4157,Martha,2021-03-14,14,Streaming,Y,Y,123.0,00:03:38,2.0,218,3.63,Sunday,March
4158,Greg,2021-03-14,15,Contract related,Y,Y,65.0,00:06:37,4.0,397,6.62,Sunday,March
4159,Diane,2021-03-14,15,Contract related,Y,Y,33.0,00:05:43,5.0,343,5.72,Sunday,March
4160,Diane,2021-03-14,15,Payment related,Y,Y,117.0,00:04:04,3.0,244,4.07,Sunday,March
4161,Diane,2021-03-14,15,Streaming,Y,Y,122.0,00:01:36,3.0,96,1.6,Sunday,March
4162,Jim,2021-03-14,15,Technical Support,Y,Y,21.0,00:05:25,4.0,325,5.42,Sunday,March
4163,Dan,2021-03-14,15,Streaming,Y,N,48.0,00:04:16,4.0,256,4.27,Sunday,March
4165,Diane,2021-03-14,16,Technical Support,Y,Y,98.0,00:02:57,1.0,177,2.95,Sunday,March
4166,Dan,2021-03-14,16,Streaming,Y,Y,95.0,00:02:31,4.0,151,2.52,Sunday,March
4167,Dan,2021-03-14,16,Contract related,Y,Y,28.0,00:06:48,3.0,408,6.8,Sunday,March
4171,Greg,2021-03-15,9,Streaming,Y,Y,40.0,00:04:52,3.0,292,4.87,Monday,March
4172,Martha,2021-03-15,9,Streaming,Y,Y,13.0,00:03:43,2.0,223,3.72,Monday,March
4173,Becky,2021-03-15,9,Streaming,Y,Y,71.0,00:01:19,5.0,79,1.32,Monday,March
4174,Martha,2021-03-15,9,Technical Support,Y,Y,106.0,00:00:46,4.0,46,0.77,Monday,March
4175,Dan,2021-03-15,9,Streaming,Y,N,94.0,00:03:31,4.0,211,3.52,Monday,March
4176,Greg,2021-03-15,10,Payment related,Y,Y,74.0,00:03:59,5.0,239,3.98,Monday,March
4177,Dan,2021-03-15,10,Contract related,Y,Y,34.0,00:00:38,4.0,38,0.63,Monday,March
4178,Jim,2021-03-15,10,Admin Support,Y,Y,38.0,00:02:06,2.0,126,2.1,Monday,March
4179,Jim,2021-03-15,10,Technical Support,Y,Y,31.0,00:02:53,4.0,173,2.88,Monday,March
4180,Martha,2021-03-15,10,Contract related,Y,Y,13.0,00:03:05,3.0,185,3.08,Monday,March
4181,Stewart,2021-03-15,10,Technical Support,Y,Y,79.0,00:01:48,3.0,108,1.8,Monday,March
4182,Stewart,2021-03-15,11,Contract related,Y,Y,49.0,00:05:00,2.0,300,5.0,Monday,March
4183,Stewart,2021-03-15,11,Technical Support,Y,Y,89.0,00:03:59,1.0,239,3.98,Monday,March
4184,Jim,2021-03-15,11,Streaming,Y,Y,37.0,00:04:57,5.0,297,4.95,Monday,March
4187,Diane,2021-03-15,11,Admin Support,Y,Y,51.0,00:02:22,3.0,142,2.37,Monday,March
4188,Greg,2021-03-15,12,Payment related,Y,Y,49.0,00:02:11,1.0,131,2.18,Monday,March
4190,Becky,2021-03-15,12,Admin Support,Y,Y,14.0,00:05:44,4.0,344,5.73,Monday,March
4191,Joe,2021-03-15,12,Payment related,Y,Y,91.0,00:04:47,3.0,287,4.78,Monday,March
4193,Greg,2021-03-15,13,Admin Support,Y,Y,111.0,00:03:08,3.0,188,3.13,Monday,March
4194,Martha,2021-03-15,13,Contract related,Y,Y,80.0,00:04:46,5.0,286,4.77,Monday,March
4195,Dan,2021-03-15,13,Admin Support,Y,Y,119.0,00:01:54,3.0,114,1.9,Monday,March
4196,Jim,2021-03-15,13,Contract related,Y,Y,68.0,00:03:17,3.0,197,3.28,Monday,March
4198,Jim,2021-03-15,14,Contract related,Y,Y,109.0,00:02:25,3.0,145,2.42,Monday,March
4199,Stewart,2021-03-15,14,Streaming,Y,Y,24.0,00:06:56,4.0,416,6.93,Monday,March
4200,Diane,2021-03-15,14,Technical Support,Y,Y,55.0,00:02:25,5.0,145,2.42,Monday,March
4201,Dan,2021-03-15,14,Admin Support,Y,Y,92.0,00:04:14,5.0,254,4.23,Monday,March
4202,Martha,2021-03-15,15,Technical Support,Y,Y,106.0,00:03:22,3.0,202,3.37,Monday,March
4203,Diane,2021-03-15,15,Admin Support,Y,Y,28.0,00:01:25,3.0,85,1.42,Monday,March
4204,Becky,2021-03-15,16,Payment related,Y,Y,28.0,00:02:32,5.0,152,2.53,Monday,March
4205,Dan,2021-03-15,16,Contract related,Y,N,40.0,00:05:57,2.0,357,5.95,Monday,March
4206,Greg,2021-03-15,16,Technical Support,Y,Y,12.0,00:06:45,5.0,405,6.75,Monday,March
4207,Joe,2021-03-15,16,Streaming,Y,Y,61.0,00:02:29,5.0,149,2.48,Monday,March
4208,Becky,2021-03-15,17,Streaming,Y,Y,92.0,00:01:24,1.0,84,1.4,Monday,March
4211,Greg,2021-03-15,17,Admin Support,Y,Y,43.0,00:00:36,3.0,36,0.6,Monday,March
4212,Joe,2021-03-15,17,Admin Support,Y,Y,46.0,00:03:53,5.0,233,3.88,Monday,March
4213,Dan,2021-03-15,17,Technical Support,Y,Y,51.0,00:06:02,4.0,362,6.03,Monday,March
4214,Diane,2021-03-15,17,Contract related,Y,Y,13.0,00:01:14,3.0,74,1.23,Monday,March
4215,Diane,2021-03-15,17,Payment related,Y,N,19.0,00:01:44,5.0,104,1.73,Monday,March
4216,Becky,2021-03-15,17,Admin Support,Y,Y,30.0,00:03:29,3.0,209,3.48,Monday,March
4217,Dan,2021-03-15,17,Technical Support,Y,Y,122.0,00:06:34,3.0,394,6.57,Monday,March
4218,Greg,2021-03-15,17,Admin Support,Y,Y,83.0,00:03:41,2.0,221,3.68,Monday,March
4220,Joe,2021-03-16,9,Technical Support,Y,Y,125.0,00:01:15,4.0,75,1.25,Tuesday,March
4221,Joe,2021-03-16,9,Admin Support,Y,Y,80.0,00:01:09,2.0,69,1.15,Tuesday,March
4222,Stewart,2021-03-16,9,Streaming,Y,Y,112.0,00:05:47,2.0,347,5.78,Tuesday,March
4223,Greg,2021-03-16,9,Streaming,Y,Y,113.0,00:03:26,5.0,206,3.43,Tuesday,March
4224,Dan,2021-03-16,10,Admin Support,Y,Y,95.0,00:04:00,4.0,240,4.0,Tuesday,March
4225,Joe,2021-03-16,10,Streaming,Y,Y,40.0,00:03:15,3.0,195,3.25,Tuesday,March
4226,Dan,2021-03-16,10,Streaming,Y,Y,106.0,00:06:52,3.0,412,6.87,Tuesday,March
4227,Greg,2021-03-16,10,Payment related,Y,Y,38.0,00:03:33,3.0,213,3.55,Tuesday,March
4229,Greg,2021-03-16,10,Streaming,Y,Y,61.0,00:04:00,3.0,240,4.0,Tuesday,March
4233,Jim,2021-03-16,10,Admin Support,Y,Y,70.0,00:04:11,1.0,251,4.18,Tuesday,March
4236,Stewart,2021-03-16,11,Technical Support,Y,Y,56.0,00:05:36,4.0,336,5.6,Tuesday,March
4237,Stewart,2021-03-16,11,Streaming,Y,Y,26.0,00:06:11,4.0,371,6.18,Tuesday,March
4238,Diane,2021-03-16,12,Technical Support,Y,Y,11.0,00:03:06,4.0,186,3.1,Tuesday,March
4239,Greg,2021-03-16,12,Payment related,Y,Y,22.0,00:06:31,1.0,391,6.52,Tuesday,March
4240,Jim,2021-03-16,12,Streaming,Y,Y,33.0,00:06:40,3.0,400,6.67,Tuesday,March
4241,Stewart,2021-03-16,12,Streaming,Y,Y,58.0,00:01:06,4.0,66,1.1,Tuesday,March
4242,Greg,2021-03-16,12,Contract related,Y,Y,72.0,00:05:47,3.0,347,5.78,Tuesday,March
4243,Greg,2021-03-16,12,Payment related,Y,Y,63.0,00:05:27,5.0,327,5.45,Tuesday,March
4244,Diane,2021-03-16,13,Streaming,Y,Y,52.0,00:03:32,4.0,212,3.53,Tuesday,March
4246,Stewart,2021-03-16,13,Technical Support,Y,Y,106.0,00:05:31,5.0,331,5.52,Tuesday,March
4247,Diane,2021-03-16,13,Admin Support,Y,Y,26.0,00:06:34,3.0,394,6.57,Tuesday,March
4248,Diane,2021-03-16,13,Payment related,Y,Y,76.0,00:03:29,5.0,209,3.48,Tuesday,March
4249,Stewart,2021-03-16,13,Technical Support,Y,Y,45.0,00:06:29,5.0,389,6.48,Tuesday,March
4251,Dan,2021-03-16,13,Payment related,Y,Y,61.0,00:01:30,3.0,90,1.5,Tuesday,March
4253,Dan,2021-03-16,13,Contract related,Y,N,38.0,00:04:55,2.0,295,4.92,Tuesday,March
4254,Jim,2021-03-16,14,Contract related,Y,Y,19.0,00:02:13,4.0,133,2.22,Tuesday,March
4255,Joe,2021-03-16,14,Streaming,Y,Y,15.0,00:03:03,4.0,183,3.05,Tuesday,March
4256,Becky,2021-03-16,14,Streaming,Y,Y,90.0,00:04:55,3.0,295,4.92,Tuesday,March
4257,Stewart,2021-03-16,14,Admin Support,Y,Y,99.0,00:01:04,3.0,64,1.07,Tuesday,March
4258,Becky,2021-03-16,14,Contract related,Y,Y,18.0,00:01:56,5.0,116,1.93,Tuesday,March
4259,Jim,2021-03-16,14,Payment related,Y,Y,65.0,00:02:35,4.0,155,2.58,Tuesday,March
4260,Martha,2021-03-16,14,Admin Support,Y,Y,91.0,00:05:37,4.0,337,5.62,Tuesday,March
4261,Jim,2021-03-16,14,Streaming,Y,Y,95.0,00:02:04,4.0,124,2.07,Tuesday,March
4262,Jim,2021-03-16,14,Streaming,Y,Y,87.0,00:04:44,4.0,284,4.73,Tuesday,March
4263,Dan,2021-03-16,14,Payment related,Y,Y,71.0,00:06:01,3.0,361,6.02,Tuesday,March
4264,Jim,2021-03-16,15,Admin Support,Y,Y,74.0,00:03:04,5.0,184,3.07,Tuesday,March
4265,Jim,2021-03-16,15,Technical Support,Y,Y,28.0,00:05:05,4.0,305,5.08,Tuesday,March
4266,Joe,2021-03-16,15,Contract related,Y,Y,101.0,00:02:53,3.0,173,2.88,Tuesday,March
4268,Martha,2021-03-16,15,Payment related,Y,Y,90.0,00:04:48,3.0,288,4.8,Tuesday,March
4269,Joe,2021-03-16,15,Contract related,Y,Y,76.0,00:04:56,5.0,296,4.93,Tuesday,March
4271,Joe,2021-03-16,16,Contract related,Y,N,20.0,00:01:19,5.0,79,1.32,Tuesday,March
4272,Becky,2021-03-16,16,Contract related,Y,N,26.0,00:06:19,3.0,379,6.32,Tuesday,March
4273,Stewart,2021-03-16,16,Contract related,Y,Y,53.0,00:01:12,3.0,72,1.2,Tuesday,March
4274,Greg,2021-03-16,16,Contract related,Y,Y,26.0,00:02:57,4.0,177,2.95,Tuesday,March
4275,Joe,2021-03-16,16,Payment related,Y,Y,66.0,00:03:42,3.0,222,3.7,Tuesday,March
4276,Dan,2021-03-16,17,Payment related,Y,N,105.0,00:05:32,4.0,332,5.53,Tuesday,March
4277,Diane,2021-03-16,17,Admin Support,Y,Y,111.0,00:01:13,3.0,73,1.22,Tuesday,March
4278,Martha,2021-03-16,17,Contract related,Y,Y,26.0,00:06:30,1.0,390,6.5,Tuesday,March
4280,Stewart,2021-03-17,9,Payment related,Y,N,50.0,00:02:52,4.0,172,2.87,Wednesday,March
4281,Dan,2021-03-17,9,Streaming,Y,Y,57.0,00:06:06,5.0,366,6.1,Wednesday,March
4282,Jim,2021-03-17,9,Technical Support,Y,Y,26.0,00:01:19,5.0,79,1.32,Wednesday,March
4283,Greg,2021-03-17,9,Admin Support,Y,Y,104.0,00:06:58,1.0,418,6.97,Wednesday,March
4284,Becky,2021-03-17,10,Technical Support,Y,Y,93.0,00:05:21,1.0,321,5.35,Wednesday,March
4285,Jim,2021-03-17,10,Technical Support,Y,Y,108.0,00:02:05,3.0,125,2.08,Wednesday,March
4286,Martha,2021-03-17,11,Streaming,Y,Y,42.0,00:02:22,5.0,142,2.37,Wednesday,March
4288,Jim,2021-03-17,11,Admin Support,Y,Y,94.0,00:05:17,5.0,317,5.28,Wednesday,March
4289,Dan,2021-03-17,11,Contract related,Y,Y,74.0,00:03:05,3.0,185,3.08,Wednesday,March
4290,Diane,2021-03-17,12,Contract related,Y,Y,117.0,00:02:21,5.0,141,2.35,Wednesday,March
4292,Martha,2021-03-17,13,Payment related,Y,Y,49.0,00:00:54,1.0,54,0.9,Wednesday,March
4293,Diane,2021-03-17,13,Streaming,Y,Y,23.0,00:04:40,3.0,280,4.67,Wednesday,March
4295,Martha,2021-03-17,13,Streaming,Y,Y,84.0,00:02:16,5.0,136,2.27,Wednesday,March
4296,Martha,2021-03-17,13,Payment related,Y,Y,69.0,00:01:19,1.0,79,1.32,Wednesday,March
4297,Diane,2021-03-17,13,Technical Support,Y,Y,25.0,00:04:44,3.0,284,4.73,Wednesday,March
4300,Greg,2021-03-17,14,Payment related,Y,Y,34.0,00:04:33,4.0,273,4.55,Wednesday,March
4301,Joe,2021-03-17,14,Streaming,Y,N,45.0,00:03:45,1.0,225,3.75,Wednesday,March
4303,Dan,2021-03-17,14,Payment related,Y,Y,29.0,00:01:50,5.0,110,1.83,Wednesday,March
4304,Jim,2021-03-17,15,Technical Support,Y,Y,26.0,00:03:15,4.0,195,3.25,Wednesday,March
4305,Diane,2021-03-17,15,Streaming,Y,Y,115.0,00:04:28,4.0,268,4.47,Wednesday,March
4306,Martha,2021-03-17,15,Payment related,Y,Y,78.0,00:04:08,3.0,248,4.13,Wednesday,March
4307,Jim,2021-03-17,15,Streaming,Y,N,41.0,00:04:11,3.0,251,4.18,Wednesday,March
4308,Diane,2021-03-17,16,Contract related,Y,Y,21.0,00:02:26,5.0,146,2.43,Wednesday,March
4310,Martha,2021-03-17,16,Streaming,Y,Y,47.0,00:04:30,5.0,270,4.5,Wednesday,March
4311,Jim,2021-03-17,16,Payment related,Y,N,98.0,00:05:59,2.0,359,5.98,Wednesday,March
4313,Martha,2021-03-17,16,Payment related,Y,Y,51.0,00:04:34,4.0,274,4.57,Wednesday,March
4314,Becky,2021-03-17,16,Streaming,Y,Y,70.0,00:05:35,4.0,335,5.58,Wednesday,March
4315,Diane,2021-03-17,16,Contract related,Y,Y,58.0,00:06:20,2.0,380,6.33,Wednesday,March
4318,Greg,2021-03-17,17,Streaming,Y,Y,39.0,00:03:54,5.0,234,3.9,Wednesday,March
4319,Joe,2021-03-17,17,Payment related,Y,Y,55.0,00:03:25,1.0,205,3.42,Wednesday,March
4320,Diane,2021-03-17,17,Contract related,Y,Y,80.0,00:03:05,3.0,185,3.08,Wednesday,March
4321,Dan,2021-03-17,17,Payment related,Y,Y,68.0,00:03:29,4.0,209,3.48,Wednesday,March
4322,Diane,2021-03-17,17,Technical Support,Y,Y,96.0,00:02:14,3.0,134,2.23,Wednesday,March
4323,Greg,2021-03-17,17,Payment related,Y,Y,32.0,00:03:48,3.0,228,3.8,Wednesday,March
4325,Diane,2021-03-17,17,Streaming,Y,Y,90.0,00:01:53,3.0,113,1.88,Wednesday,March
4326,Dan,2021-03-17,17,Streaming,Y,Y,108.0,00:03:15,4.0,195,3.25,Wednesday,March
4327,Stewart,2021-03-17,17,Technical Support,Y,N,120.0,00:05:34,4.0,334,5.57,Wednesday,March
4328,Dan,2021-03-17,18,Contract related,Y,Y,21.0,00:04:39,5.0,279,4.65,Wednesday,March
4330,Martha,2021-03-18,9,Payment related,Y,N,59.0,00:02:47,4.0,167,2.78,Thursday,March
4331,Stewart,2021-03-18,9,Admin Support,Y,Y,14.0,00:05:22,3.0,322,5.37,Thursday,March
4333,Stewart,2021-03-18,9,Streaming,Y,Y,57.0,00:00:44,3.0,44,0.73,Thursday,March
4334,Dan,2021-03-18,10,Streaming,Y,Y,123.0,00:04:04,3.0,244,4.07,Thursday,March
4335,Dan,2021-03-18,10,Streaming,Y,Y,71.0,00:05:41,3.0,341,5.68,Thursday,March
4336,Stewart,2021-03-18,10,Contract related,Y,N,71.0,00:04:16,3.0,256,4.27,Thursday,March
4337,Martha,2021-03-18,10,Technical Support,Y,Y,41.0,00:06:22,3.0,382,6.37,Thursday,March
4339,Martha,2021-03-18,11,Technical Support,Y,Y,80.0,00:05:43,4.0,343,5.72,Thursday,March
4341,Greg,2021-03-18,12,Payment related,Y,Y,57.0,00:01:12,2.0,72,1.2,Thursday,March
4342,Stewart,2021-03-18,12,Streaming,Y,Y,17.0,00:02:39,3.0,159,2.65,Thursday,March
4343,Martha,2021-03-18,12,Admin Support,Y,Y,93.0,00:04:47,5.0,287,4.78,Thursday,March
